,gene_id,gene_ontology
0,b1881|ECK1882,protein binding
1,b1881|ECK1882,protein binding
2,b1881|ECK1882,protein binding
3,b1881|ECK1882,protein binding
4,b1881|ECK1882,protein binding
5,b1881|ECK1882,protein binding
6,b1881|ECK1882,protein binding
7,b1881|ECK1882,protein binding
8,b1881|ECK1882,protein binding
9,b1881|ECK1882,regulation of chemotaxis
10,b1881|ECK1882,cytosol
11,b1881|ECK1882,phosphoprotein phosphatase activity
12,b1881|ECK1882,phosphoprotein phosphatase activity
13,b1881|ECK1882,phosphoprotein phosphatase activity
14,b1881|ECK1882,phosphoprotein phosphatase activity
15,b1881|ECK1882,chemotaxis
16,b1881|ECK1882,chemotaxis
17,b1881|ECK1882,cytoplasm
18,b1881|ECK1882,cytoplasm
19,b3774|ECK3766,protein-containing complex
20,b3774|ECK3766,identical protein binding
21,b3774|ECK3766,metal ion binding
22,b3774|ECK3766,cytoplasm
23,b3774|ECK3766,cytoplasm
24,b3774|ECK3766,magnesium ion binding
25,b3774|ECK3766,magnesium ion binding
26,b3774|ECK3766,magnesium ion binding
27,b3774|ECK3766,magnesium ion binding
28,b3774|ECK3766,oxidoreductase activity
29,b3774|ECK3766,oxidoreductase activity
30,b3774|ECK3766,branched-chain amino acid biosynthetic process
31,b3774|ECK3766,branched-chain amino acid biosynthetic process
32,b3774|ECK3766,cellular amino acid biosynthetic process
33,b3774|ECK3766,NADP binding
34,b3774|ECK3766,oxidation-reduction process
35,b3774|ECK3766,oxidation-reduction process
36,b3774|ECK3766,cytosol
37,b3774|ECK3766,cytosol
38,b3774|ECK3766,isoleucine biosynthetic process
39,b3774|ECK3766,isoleucine biosynthetic process
40,b3774|ECK3766,isoleucine biosynthetic process
41,b3774|ECK3766,ketol-acid reductoisomerase activity
42,b3774|ECK3766,ketol-acid reductoisomerase activity
43,b3774|ECK3766,ketol-acid reductoisomerase activity
44,b3774|ECK3766,ketol-acid reductoisomerase activity
45,b3774|ECK3766,ketol-acid reductoisomerase activity
46,b3774|ECK3766,valine biosynthetic process
47,b3774|ECK3766,valine biosynthetic process
48,b3774|ECK3766,valine biosynthetic process
49,b3774|ECK3766,isoleucine biosynthetic process
50,b3774|ECK3766,branched-chain amino acid biosynthetic process
51,b3774|ECK3766,cytosol
52,b3774|ECK3766,valine biosynthetic process
53,b3774|ECK3766,ketol-acid reductoisomerase activity
54,cdfA|b1661|ECK1657,bicarbonate binding
55,cdfA|b1661|ECK1657,transferase activity
56,cdfA|b1661|ECK1657,methyltransferase activity
57,cdfA|b1661|ECK1657,lipid metabolic process
58,cdfA|b1661|ECK1657,fatty acid biosynthetic process
59,cdfA|b1661|ECK1657,cytosol
60,cdfA|b1661|ECK1657,methylation
61,cdfA|b1661|ECK1657,lipid modification
62,cdfA|b1661|ECK1657,lipid biosynthetic process
63,cdfA|b1661|ECK1657,cytoplasm
64,cdfA|b1661|ECK1657,cytoplasm
65,cdfA|b1661|ECK1657,cyclopropane-fatty-acyl-phospholipid synthase activity
66,cdfA|b1661|ECK1657,cyclopropane-fatty-acyl-phospholipid synthase activity
